"FacilityID","FacilityName","Address","City","State","ZIPCode","CountyName","PhoneNumber","Condition","MeasureID","MeasureName","STTag","Score","Sample","Footnote","StartDate","EndDate"
"19047F","SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM","2400 CANAL STREET","NEW ORLEANS","LA","70119","ORLEANS","(800) 935-8387","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","9","32",NA,"07/01/2021","06/30/2022"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA","71101","CADDO","(318) 424-6037","Emergency Department","EDV","Emergency department volume","Text","low",NA,NA,"01/01/2021","12/31/2021"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA","71101","CADDO","(318) 424-6037","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","87","1643",NA,"04/01/2022","06/30/2022"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA","71101","CADDO","(318) 424-6037","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","74","1686",NA,"10/01/2021","03/31/2022"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA","71101","CADDO","(318) 424-6037","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA","71101","CADDO","(318) 424-6037","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA","71101","CADDO","(318) 424-6037","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA","71101","CADDO","(318) 424-6037","Emergency Department","OP-22","Left before being seen","Percentage","2","15154",NA,"01/01/2021","12/31/2021"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA","71101","CADDO","(318) 424-6037","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA","71101","CADDO","(318) 424-6037","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","78","18",NA,"01/01/2021","12/31/2021"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA","71101","CADDO","(318) 424-6037","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","SHREVEPORT","LA","71101","CADDO","(318) 424-6037","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","31","35",NA,"07/01/2021","06/30/2022"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME","04330","KENNEBEC","(207) 623-8411","Emergency Department","EDV","Emergency department volume","Text","low",NA,NA,"01/01/2021","12/31/2021"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME","04330","KENNEBEC","(207) 623-8411","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","87","1742",NA,"04/01/2022","06/30/2022"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME","04330","KENNEBEC","(207) 623-8411","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","71","1779",NA,"10/01/2021","03/31/2022"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME","04330","KENNEBEC","(207) 623-8411","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME","04330","KENNEBEC","(207) 623-8411","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME","04330","KENNEBEC","(207) 623-8411","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME","04330","KENNEBEC","(207) 623-8411","Emergency Department","OP-22","Left before being seen","Percentage","2","11550",NA,"01/01/2021","12/31/2021"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME","04330","KENNEBEC","(207) 623-8411","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME","04330","KENNEBEC","(207) 623-8411","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","96","45",NA,"01/01/2021","12/31/2021"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME","04330","KENNEBEC","(207) 623-8411","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","AUGUSTA","ME","04330","KENNEBEC","(207) 623-8411","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","Not Available","Not Available","1","07/01/2021","06/30/2022"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD","21902","CECIL","(410) 642-2411","Emergency Department","EDV","Emergency department volume","Text","Not Available",NA,"5","01/01/2021","12/31/2021"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD","21902","CECIL","(410) 642-2411","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","Not Available","Not Available","5","04/01/2022","06/30/2022"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD","21902","CECIL","(410) 642-2411","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","Not Available","Not Available","5","10/01/2021","03/31/2022"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD","21902","CECIL","(410) 642-2411","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5, 24","07/01/2021","06/30/2022"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD","21902","CECIL","(410) 642-2411","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5, 24","07/01/2021","06/30/2022"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD","21902","CECIL","(410) 642-2411","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5, 24","07/01/2021","06/30/2022"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD","21902","CECIL","(410) 642-2411","Emergency Department","OP-22","Left before being seen","Percentage","Not Available","Not Available","5, 24","01/01/2021","12/31/2021"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD","21902","CECIL","(410) 642-2411","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5, 24","07/01/2021","06/30/2022"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD","21902","CECIL","(410) 642-2411","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","Not Available","Not Available","5, 24","01/01/2021","12/31/2021"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD","21902","CECIL","(410) 642-2411","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5, 24","07/01/2021","06/30/2022"
"21010F","VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT","VA MEDICAL CENTER","PERRY POINT","MD","21902","CECIL","(410) 642-2411","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","Not Available","Not Available","5, 24","07/01/2021","06/30/2022"
"21020F","VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE","10 NORTH GREENE STREET","BALTIMORE","MD","21201","BALTIMORE CITY","(410) 605-7016","Emergency Department","EDV","Emergency department volume","Text","low",NA,NA,"01/01/2021","12/31/2021"
"21020F","VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE","10 NORTH GREENE STREET","BALTIMORE","MD","21201","BALTIMORE CITY","(410) 605-7016","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","86","3439",NA,"04/01/2022","06/30/2022"
"21020F","VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE","10 NORTH GREENE STREET","BALTIMORE","MD","21201","BALTIMORE CITY","(410) 605-7016","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","41","3546",NA,"10/01/2021","03/31/2022"
"21020F","VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE","10 NORTH GREENE STREET","BALTIMORE","MD","21201","BALTIMORE CITY","(410) 605-7016","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"21020F","VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE","10 NORTH GREENE STREET","BALTIMORE","MD","21201","BALTIMORE CITY","(410) 605-7016","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"21020F","VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE","10 NORTH GREENE STREET","BALTIMORE","MD","21201","BALTIMORE CITY","(410) 605-7016","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"21020F","VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE","10 NORTH GREENE STREET","BALTIMORE","MD","21201","BALTIMORE CITY","(410) 605-7016","Emergency Department","OP-22","Left before being seen","Percentage","4","19707",NA,"01/01/2021","12/31/2021"
"21020F","VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE","10 NORTH GREENE STREET","BALTIMORE","MD","21201","BALTIMORE CITY","(410) 605-7016","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"21020F","VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE","10 NORTH GREENE STREET","BALTIMORE","MD","21201","BALTIMORE CITY","(410) 605-7016","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","88","51",NA,"01/01/2021","12/31/2021"
"21020F","VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE","10 NORTH GREENE STREET","BALTIMORE","MD","21201","BALTIMORE CITY","(410) 605-7016","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"21020F","VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE","10 NORTH GREENE STREET","BALTIMORE","MD","21201","BALTIMORE CITY","(410) 605-7016","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","57","23",NA,"07/01/2021","06/30/2022"
"22001F","BEDFORD VA MEDICAL CENTER","200 SPRINGS ROAD","BEDFORD","MA","01730","MIDDLESEX","(781) 275-7500","Emergency Department","EDV","Emergency department volume","Text","Not Available",NA,"5","01/01/2021","12/31/2021"
"22001F","BEDFORD VA MEDICAL CENTER","200 SPRINGS ROAD","BEDFORD","MA","01730","MIDDLESEX","(781) 275-7500","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","92","1365",NA,"04/01/2022","06/30/2022"
"22001F","BEDFORD VA MEDICAL CENTER","200 SPRINGS ROAD","BEDFORD","MA","01730","MIDDLESEX","(781) 275-7500","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","72","1419",NA,"10/01/2021","03/31/2022"
"22001F","BEDFORD VA MEDICAL CENTER","200 SPRINGS ROAD","BEDFORD","MA","01730","MIDDLESEX","(781) 275-7500","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"22001F","BEDFORD VA MEDICAL CENTER","200 SPRINGS ROAD","BEDFORD","MA","01730","MIDDLESEX","(781) 275-7500","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"22001F","BEDFORD VA MEDICAL CENTER","200 SPRINGS ROAD","BEDFORD","MA","01730","MIDDLESEX","(781) 275-7500","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"22001F","BEDFORD VA MEDICAL CENTER","200 SPRINGS ROAD","BEDFORD","MA","01730","MIDDLESEX","(781) 275-7500","Emergency Department","OP-22","Left before being seen","Percentage","Not Available","Not Available","5","01/01/2021","12/31/2021"
"22001F","BEDFORD VA MEDICAL CENTER","200 SPRINGS ROAD","BEDFORD","MA","01730","MIDDLESEX","(781) 275-7500","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"22001F","BEDFORD VA MEDICAL CENTER","200 SPRINGS ROAD","BEDFORD","MA","01730","MIDDLESEX","(781) 275-7500","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","Not Available","Not Available","5","01/01/2021","12/31/2021"
"22001F","BEDFORD VA MEDICAL CENTER","200 SPRINGS ROAD","BEDFORD","MA","01730","MIDDLESEX","(781) 275-7500","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"22001F","BEDFORD VA MEDICAL CENTER","200 SPRINGS ROAD","BEDFORD","MA","01730","MIDDLESEX","(781) 275-7500","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"22009F","NORTHAMPTON VA MEDICAL CENTER","421 N MAIN ST","LEEDS","MA","01053","HAMPSHIRE","(413) 584-4040","Emergency Department","EDV","Emergency department volume","Text","Not Available",NA,"5","01/01/2021","12/31/2021"
"22009F","NORTHAMPTON VA MEDICAL CENTER","421 N MAIN ST","LEEDS","MA","01053","HAMPSHIRE","(413) 584-4040","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","92","1019",NA,"04/01/2022","06/30/2022"
"22009F","NORTHAMPTON VA MEDICAL CENTER","421 N MAIN ST","LEEDS","MA","01053","HAMPSHIRE","(413) 584-4040","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","59","1042",NA,"10/01/2021","03/31/2022"
"22009F","NORTHAMPTON VA MEDICAL CENTER","421 N MAIN ST","LEEDS","MA","01053","HAMPSHIRE","(413) 584-4040","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"22009F","NORTHAMPTON VA MEDICAL CENTER","421 N MAIN ST","LEEDS","MA","01053","HAMPSHIRE","(413) 584-4040","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"22009F","NORTHAMPTON VA MEDICAL CENTER","421 N MAIN ST","LEEDS","MA","01053","HAMPSHIRE","(413) 584-4040","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"22009F","NORTHAMPTON VA MEDICAL CENTER","421 N MAIN ST","LEEDS","MA","01053","HAMPSHIRE","(413) 584-4040","Emergency Department","OP-22","Left before being seen","Percentage","Not Available","Not Available","5","01/01/2021","12/31/2021"
"22009F","NORTHAMPTON VA MEDICAL CENTER","421 N MAIN ST","LEEDS","MA","01053","HAMPSHIRE","(413) 584-4040","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
