CountyState,FIPSCode,MothersRace,Year,TeenBirths,TeenFemalePopulation,TeenFertilityRate,AveragePrenatalVisits
"Ada County, ID",16001,Black or African American,2020,11,229,48.03,11.91
"Ada County, ID",16001,White,2020,100,14298,6.99,10.7
"Bonneville County, ID",16019,White,2020,70,4171,16.78,10.61
"Canyon County, ID",16027,White,2020,169,7965,21.22,9.71
"Kootenai County, ID",16055,White,2020,51,4475,11.4,11.74
"Unidentified Counties, ID",16999,American Indian or Alaska Native,2020,24,722,33.24,7.3
"Unidentified Counties, ID",16999,White,2020,427,25879,16.5,10.64
"Champaign County, IL",17019,Black or African American,2020,63,1489,42.31,10.13
"Champaign County, IL",17019,White,2020,56,6721,8.33,10.59
"Cook County, IL",17031,Asian,2020,14,10110,1.38,9.64
"Cook County, IL",17031,Black or African American,2020,1021,38587,26.46,8.2
"Cook County, IL",17031,White,2020,993,94826,10.47,9.97
"DeKalb County, IL",17037,White,2020,22,3545,6.21,9.19
"DuPage County, IL",17043,Black or African American,2020,28,1840,15.22,9.23
"DuPage County, IL",17043,White,2020,127,22435,5.66,10.42
"Kane County, IL",17089,Black or African American,2020,29,1252,23.16,7.44
"Kane County, IL",17089,White,2020,189,15902,11.89,8.84
"Kankakee County, IL",17091,Black or African American,2020,28,621,45.09,8.18
"Kankakee County, IL",17091,White,2020,48,3267,14.69,9.32
"Kendall County, IL",17093,White,2020,19,3974,4.78,10.74
"Lake County, IL",17097,Black or African American,2020,34,2077,16.37,7.58
"Lake County, IL",17097,White,2020,170,19189,8.86,9.17
"LaSalle County, IL",17099,White,2020,60,2907,20.64,10.5
"McHenry County, IL",17111,White,2020,64,9125,7.01,10.03
"McLean County, IL",17113,Black or African American,2020,18,749,24.03,9.72
"McLean County, IL",17113,White,2020,40,6438,6.21,9.13
"Macon County, IL",17115,Black or African American,2020,36,730,49.32,9.5
"Macon County, IL",17115,White,2020,36,2227,16.17,10.51
"Madison County, IL",17119,Black or African American,2020,27,919,29.38,8.5
"Madison County, IL",17119,White,2020,89,6348,14.02,10.66
"Peoria County, IL",17143,Black or African American,2020,93,1305,71.26,9.8
"Peoria County, IL",17143,White,2020,66,3707,17.8,10.26
"Rock Island County, IL",17161,Black or African American,2020,23,533,43.15,9
"Rock Island County, IL",17161,White,2020,60,3322,18.06,10.97
"St. Clair County, IL",17163,Black or African American,2020,97,2789,34.78,9.02
"St. Clair County, IL",17163,White,2020,42,4317,9.73,9.78
"Sangamon County, IL",17167,Black or African American,2020,51,1085,47,8.68
"Sangamon County, IL",17167,White,2020,63,4306,14.63,10.43
"Tazewell County, IL",17179,White,2020,53,3664,14.47,12.02
"Will County, IL",17197,Black or African American,2020,63,3210,19.63,8.66
"Will County, IL",17197,White,2020,137,18703,7.33,9.42
"Winnebago County, IL",17201,Black or African American,2020,60,1501,39.97,9.27
"Winnebago County, IL",17201,White,2020,104,6174,16.84,11.53
"Unidentified Counties, IL",17999,Black or African American,2020,69,2948,23.41,9.52
"Unidentified Counties, IL",17999,White,2020,947,52463,18.05,10.83
"Allen County, IN",18003,Asian,2020,19,762,24.93,10.16
"Allen County, IN",18003,Black or African American,2020,71,1770,40.11,12.3
"Allen County, IN",18003,White,2020,169,9199,18.37,11.4
"Clark County, IN",18019,Black or African American,2020,10,336,29.76,9.6
"Clark County, IN",18019,White,2020,35,2573,13.6,10.69
"Delaware County, IN",18035,Black or African American,2020,16,401,39.9,8.69
"Delaware County, IN",18035,White,2020,53,4478,11.84,9.64
"Elkhart County, IN",18039,Black or African American,2020,25,480,52.08,9.48
"Elkhart County, IN",18039,White,2020,151,6252,24.15,10.26
"Hamilton County, IN",18057,White,2020,35,9926,3.53,9.86
"Hendricks County, IN",18063,White,2020,31,4598,6.74,12.39
"Johnson County, IN",18081,White,2020,55,4448,12.37,11.87
"Lake County, IN",18089,Black or African American,2020,153,4506,33.95,9.07
"Lake County, IN",18089,White,2020,117,10224,11.44,9.86
"La Porte County, IN",18091,Black or African American,2020,10,392,25.51,9.1
"La Porte County, IN",18091,White,2020,55,2300,23.91,9.95
"Madison County, IN",18095,Black or African American,2020,16,337,47.48,9
"Madison County, IN",18095,White,2020,80,3288,24.33,10.36
"Marion County, IN",18097,Black or African American,2020,343,9913,34.6,8.12
"Marion County, IN",18097,White,2020,414,17024,24.32,8.99
"Monroe County, IN",18105,White,2020,30,6330,4.74,11.2
"Porter County, IN",18127,White,2020,33,4865,6.78,11.34
"St. Joseph County, IN",18141,Black or African American,2020,68,1499,45.36,8.65
"St. Joseph County, IN",18141,White,2020,117,7351,15.92,10.48
"Tippecanoe County, IN",18157,Black or African American,2020,16,577,27.73,9.88
"Tippecanoe County, IN",18157,White,2020,73,7093,10.29,9.59
"Vanderburgh County, IN",18163,Black or African American,2020,32,676,47.34,11.53
"Vanderburgh County, IN",18163,White,2020,99,4690,21.11,11.3
"Vigo County, IN",18167,White,2020,80,3091,25.88,10.84
"Unidentified Counties, IN",18999,Black or African American,2020,61,1802,33.85,9.16
"Unidentified Counties, IN",18999,White,2020,1491,71530,20.84,10.77
"Black Hawk County, IA",19013,Black or African American,2020,26,484,53.72,10.19
"Black Hawk County, IA",19013,White,2020,33,3643,9.06,11.79
"Johnson County, IA",19103,White,2020,21,5350,3.93,9.33
"Linn County, IA",19113,Black or African American,2020,20,550,36.36,8.65
"Linn County, IA",19113,White,2020,44,6027,7.3,10.91
"Polk County, IA",19153,Black or African American,2020,57,1517,37.57,9.63
"Polk County, IA",19153,White,2020,171,12310,13.89,10.5
"Scott County, IA",19163,Black or African American,2020,36,560,64.29,9.66
"Scott County, IA",19163,White,2020,66,4385,15.05,11.26
"Woodbury County, IA",19193,American Indian or Alaska Native,2020,10,140,71.43,9.9
"Woodbury County, IA",19193,White,2020,59,3023,19.52,9.66
"Unidentified Counties, IA",19999,American Indian or Alaska Native,2020,16,400,40,10.62
"Unidentified Counties, IA",19999,Black or African American,2020,48,1599,30.02,8.55
"Unidentified Counties, IA",19999,Native Hawaiian or Other Pacific Islander,2020,14,175,80,8.46
"Unidentified Counties, IA",19999,White,2020,661,55194,11.98,10.59
"Douglas County, KS",20045,White,2020,32,4370,7.32,10.88
"Johnson County, KS",20091,Black or African American,2020,19,1025,18.54,8.94
"Johnson County, KS",20091,White,2020,118,15512,7.61,9.97
"Sedgwick County, KS",20173,Black or African American,2020,66,1784,37,10.56
"Sedgwick County, KS",20173,White,2020,288,12800,22.5,10.71
"Shawnee County, KS",20177,Black or African American,2020,26,541,48.06,9.5
"Shawnee County, KS",20177,White,2020,87,4285,20.3,9.39
"Wyandotte County, KS",20209,Black or African American,2020,52,1222,42.55,7.67
"Wyandotte County, KS",20209,White,2020,135,3520,38.35,9.59
"Unidentified Counties, KS",20999,American Indian or Alaska Native,2020,13,636,20.44,10.69
"Unidentified Counties, KS",20999,Black or African American,2020,37,1552,23.84,10.36
"Unidentified Counties, KS",20999,White,2020,742,39457,18.81,10.48
"Boone County, KY",21015,White,2020,57,4059,14.04,9.32
"Fayette County, KY",21067,Black or African American,2020,60,2002,29.97,11.61
"Fayette County, KY",21067,White,2020,119,8349,14.25,11.63
"Hardin County, KY",21093,Black or African American,2020,10,478,20.92,9.56
"Hardin County, KY",21093,White,2020,67,2505,26.75,10.43
"Jefferson County, KY",21111,Black or African American,2020,226,6457,35,10.34
"Jefferson County, KY",21111,White,2020,220,14218,15.47,10.77
"Kenton County, KY",21117,Black or African American,2020,10,276,36.23,7.1
"Kenton County, KY",21117,White,2020,99,4224,23.44,9.07
"Warren County, KY",21227,Black or African American,2020,13,715,18.18,8.42
"Warren County, KY",21227,White,2020,53,4467,11.86,9.43
"Unidentified Counties, KY",21999,Black or African American,2020,108,4328,24.95,10.31
"Unidentified Counties, KY",21999,White,2020,2148,78145,27.49,11.37
"Ascension Parish, LA",22005,Black or African American,2020,30,1173,25.58,8.13
"Ascension Parish, LA",22005,White,2020,39,2876,13.56,9.13
"Bossier Parish, LA",22015,Black or African American,2020,32,1046,30.59,7.5
"Bossier Parish, LA",22015,White,2020,49,2422,20.23,8.98
"Caddo Parish, LA",22017,Black or African American,2020,195,4235,46.04,8.7
"Caddo Parish, LA",22017,White,2020,40,2757,14.51,10.77
"Calcasieu Parish, LA",22019,Black or African American,2020,80,1909,41.91,8.49
"Calcasieu Parish, LA",22019,White,2020,85,3918,21.69,8.85
"East Baton Rouge Parish, LA",22033,Black or African American,2020,257,8208,31.31,8.88
"East Baton Rouge Parish, LA",22033,White,2020,70,6358,11.01,9.78
"Jefferson Parish, LA",22051,Black or African American,2020,139,4154,33.46,10.32
"Jefferson Parish, LA",22051,White,2020,133,6337,20.99,10.24
"Lafayette Parish, LA",22055,Black or African American,2020,104,2587,40.2,12.88
"Lafayette Parish, LA",22055,White,2020,68,4623,14.71,14.82
"Livingston Parish, LA",22063,White,2020,76,4042,18.8,9.79
"Orleans Parish, LA",22071,Black or African American,2020,189,7547,25.04,10.6
"Orleans Parish, LA",22071,White,2020,32,2720,11.76,8.1
"Ouachita Parish, LA",22073,Black or African American,2020,105,2299,45.67,8.84
"Ouachita Parish, LA",22073,White,2020,39,2612,14.93,10.24
"Rapides Parish, LA",22079,Black or African American,2020,81,1513,53.54,10.54
"Rapides Parish, LA",22079,White,2020,49,2333,21,11.27
"St. Tammany Parish, LA",22103,Black or African American,2020,46,1323,34.77,9.85
"St. Tammany Parish, LA",22103,White,2020,81,6491,12.48,11.19
"Tangipahoa Parish, LA",22105,Black or African American,2020,72,1795,40.11,9.69
"Tangipahoa Parish, LA",22105,White,2020,46,2702,17.02,10.57
"Terrebonne Parish, LA",22109,American Indian or Alaska Native,2020,10,268,37.31,13.6
"Terrebonne Parish, LA",22109,Black or African American,2020,43,748,57.49,11.6
"Terrebonne Parish, LA",22109,White,2020,55,2192,25.09,11.64
"Unidentified Counties, LA",22999,Black or African American,2020,606,16213,37.38,10.58
"Unidentified Counties, LA",22999,White,2020,727,27445,26.49,11.43
"Androscoggin County, ME",23001,White,2020,34,2747,12.38,10.09
"Cumberland County, ME",23005,White,2020,30,7221,4.15,11.77
"Kennebec County, ME",23011,White,2020,48,3289,14.59,10.62
"Penobscot County, ME",23019,White,2020,50,4401,11.36,13.02
"York County, ME",23031,White,2020,32,5107,6.27,11.39
"Unidentified Counties, ME",23999,White,2020,163,10831,15.05,12.61
"Anne Arundel County, MD",24003,Black or African American,2020,53,3298,16.07,8.77
"Anne Arundel County, MD",24003,White,2020,94,11190,8.4,9.92
"Baltimore County, MD",24005,American Indian or Alaska Native,2020,10,134,74.63,9.7
"Baltimore County, MD",24005,Black or African American,2020,170,9020,18.85,9.81
"Baltimore County, MD",24005,White,2020,149,13943,10.69,9.58
"Carroll County, MD",24013,White,2020,20,4704,4.25,10.5
"Cecil County, MD",24015,White,2020,40,2645,15.12,10.03
"Charles County, MD",24017,Black or African American,2020,32,3036,10.54,9.9
"Charles County, MD",24017,White,2020,24,1688,14.22,9.76
"Frederick County, MD",24021,Black or African American,2020,17,1103,15.41,12.76
"Frederick County, MD",24021,White,2020,44,6345,6.93,12.7
"Harford County, MD",24025,Black or African American,2020,20,1370,14.6,8.25
"Harford County, MD",24025,White,2020,41,5249,7.81,9.78
"Howard County, MD",24027,Black or African American,2020,23,2506,9.18,10.63
"Howard County, MD",24027,White,2020,32,5171,6.19,9.22
"Montgomery County, MD",24031,American Indian or Alaska Native,2020,12,228,52.63,8.75
"Montgomery County, MD",24031,Black or African American,2020,57,6951,8.2,9.08
"Montgomery County, MD",24031,White,2020,181,18157,9.97,8.77
"Prince George's County, MD",24033,American Indian or Alaska Native,2020,16,357,44.82,7.13
"Prince George's County, MD",24033,Black or African American,2020,198,16552,11.96,9.33
"Prince George's County, MD",24033,White,2020,246,8988,27.37,7.35
"St. Mary's County, MD",24037,Black or African American,2020,14,610,22.95,8.79
"St. Mary's County, MD",24037,White,2020,20,2891,6.92,9.25
"Washington County, MD",24043,Black or African American,2020,16,589,27.16,10.19
"Washington County, MD",24043,White,2020,51,3299,15.46,10.55
"Baltimore city, MD",24510,Black or African American,2020,368,11453,32.13,8.55
"Baltimore city, MD",24510,White,2020,107,4476,23.91,8.23
"Unidentified Counties, MD",24999,Black or African American,2020,97,3493,27.77,10.19
"Unidentified Counties, MD",24999,White,2020,145,13120,11.05,10.53
"Barnstable County, MA",25001,White,2020,15,4039,3.71,10.13
"Berkshire County, MA",25003,White,2020,19,3086,6.16,8.95
"Bristol County, MA",25005,Black or African American,2020,48,1407,34.12,11.25
"Bristol County, MA",25005,White,2020,127,14516,8.75,11.51
"Essex County, MA",25009,Black or African American,2020,29,2133,13.6,10.21
"Essex County, MA",25009,White,2020,160,20516,7.8,9.22
"Hampden County, MA",25013,Black or African American,2020,34,2044,16.63,9.45
"Hampden County, MA",25013,White,2020,168,11949,14.06,9.58
"Middlesex County, MA",25017,Asian,2020,13,6630,1.96,9.46
"Middlesex County, MA",25017,Black or African American,2020,26,3413,7.62,8.88
"Middlesex County, MA",25017,White,2020,130,36926,3.52,9.76
"Norfolk County, MA",25021,Black or African American,2020,13,2069,6.28,9.69
"Norfolk County, MA",25021,White,2020,16,16439,0.97,9.38
"Plymouth County, MA",25023,Black or African American,2020,40,2278,17.56,9.65
"Plymouth County, MA",25023,White,2020,40,13288,3.01,9
"Suffolk County, MA",25025,Black or African American,2020,105,6560,16.01,9.44
"Suffolk County, MA",25025,White,2020,90,17029,5.29,10
"Worcester County, MA",25027,Black or African American,2020,28,1993,14.05,11.79
"Worcester County, MA",25027,White,2020,163,22246,7.33,10.01
"Unidentified Counties, MA",25999,White,2020,12,2048,5.86,10.5
"Allegan County, MI",26005,White,2020,38,3333,11.4,13
"Bay County, MI",26017,White,2020,35,2529,13.84,14.2
"Berrien County, MI",26021,Black or African American,2020,58,845,68.64,8.43
"Berrien County, MI",26021,White,2020,44,3249,13.54,11.27
"Calhoun County, MI",26025,Black or African American,2020,22,496,44.35,12.77
"Calhoun County, MI",26025,White,2020,61,3142,19.41,11.98
"Eaton County, MI",26045,White,2020,29,2640,10.98,9.69
"Genesee County, MI",26049,Black or African American,2020,126,2925,43.08,9.82
"Genesee County, MI",26049,White,2020,112,8438,13.27,10.29
"Ingham County, MI",26065,Black or African American,2020,57,1743,32.7,10.73
"Ingham County, MI",26065,White,2020,62,9018,6.88,12.32
"Jackson County, MI",26075,Black or African American,2020,14,416,33.65,10
"Jackson County, MI",26075,White,2020,67,3859,17.36,10.9
"Kalamazoo County, MI",26077,Black or African American,2020,42,1290,32.56,15.52
"Kalamazoo County, MI",26077,White,2020,66,6827,9.67,13.68
"Kent County, MI",26081,Black or African American,2020,113,2733,41.35,15.7
"Kent County, MI",26081,White,2020,187,15787,11.85,14.2
"Livingston County, MI",26093,White,2020,17,5395,3.15,10.88
"Macomb County, MI",26099,Black or African American,2020,93,3881,23.96,9.51
"Macomb County, MI",26099,White,2020,91,17928,5.08,10.61
"Monroe County, MI",26115,White,2020,50,4099,12.2,11
"Muskegon County, MI",26121,Black or African American,2020,47,805,58.39,8.53
"Muskegon County, MI",26121,White,2020,61,3884,15.71,9.75
"Oakland County, MI",26125,Black or African American,2020,93,5525,16.83,12.03
"Oakland County, MI",26125,White,2020,109,25962,4.2,12.61
"Ottawa County, MI",26139,White,2020,63,11253,5.6,10.11
"Saginaw County, MI",26145,Black or African American,2020,52,1433,36.29,8.31
"Saginaw County, MI",26145,White,2020,53,4314,12.29,9.68
"St. Clair County, MI",26147,White,2020,53,4147,12.78,9.72
"Washtenaw County, MI",26161,Black or African American,2020,20,1984,10.08,8.75
"Washtenaw County, MI",26161,White,2020,33,11418,2.89,9.53
"Wayne County, MI",26163,Black or African American,2020,751,21315,35.23,8.96
"Wayne County, MI",26163,White,2020,316,27104,11.66,10.01
"Unidentified Counties, MI",26999,American Indian or Alaska Native,2020,18,1229,14.65,11.56
"Unidentified Counties, MI",26999,Black or African American,2020,27,1224,22.06,8.7
"Unidentified Counties, MI",26999,White,2020,843,58630,14.38,11.36
"Anoka County, MN",27003,Black or African American,2020,17,1221,13.92,10.06
"Anoka County, MN",27003,White,2020,41,8434,4.86,10.1
"Dakota County, MN",27037,Black or African American,2020,14,1258,11.13,10.14
"Dakota County, MN",27037,White,2020,52,10206,5.1,10.46
"Hennepin County, MN",27053,American Indian or Alaska Native,2020,16,584,27.4,7.12
"Hennepin County, MN",27053,Asian,2020,23,2979,7.72,8.26
"Hennepin County, MN",27053,Black or African American,2020,118,6915,17.06,8.25
"Hennepin County, MN",27053,White,2020,114,23076,4.94,8.96
"Olmsted County, MN",27109,White,2020,25,3525,7.09,9.76
"Ramsey County, MN",27123,Asian,2020,47,3294,14.27,8.68
